id,pair_address,chain_id,dex_id,url,base_address,base_symbol,base_name,quote_address,quote_symbol,quote_name,price_usd,price_native,liquidity_usd,liquidity_base,liquidity_quote,volume_m5,volume_h1,volume_h6,volume_h24,price_change_m5,price_change_h1,price_change_h6,price_change_h24,txns_m5_buys,txns_m5_sells,txns_h1_buys,txns_h1_sells,txns_h6_buys,txns_h6_sells,txns_h24_buys,txns_h24_sells,fdv,market_cap,pair_created_at_ms,snapshot_ts
1,3nMFwZXwY1s1M5s8vYAHqd4wGs4iSxXE4LRoUMMYqEgF,solana,raydium,https://dexscreener.com/solana/3nmfwzxwy1s1m5s8vyahqd4wgs4isxxe4lroummyqegf,So11111111111111111111111111111111111111112,SOL,Wrapped SOL,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,USDT,96.36,96.3604,1867692.41,17290.0,201542.0,136455.18,1377932.75,8424050.91,59593534.07,-0.28,-0.01,-1.08,-6.46,291,363,4894,4584,25801,30952,154430,158006,,,1723699294000,1770222351387
